timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1674383756569,2227,https://angobackend.nitishgarg.org/user/login,200,OK,Performance Test & Load Testing 1-1,text,true,,952,1372,1,1,https://angobackend.nitishgarg.org/user/login,2216,0,1554
1674383758802,207,https://angobackend.nitishgarg.org/api/uid-token?uid=q7gY83eEC0Pw8UzHpyH8tWVuu3q2,500,Internal Server Error,Performance Test & Load Testing 1-1,text,false,,365,505,1,1,https://angobackend.nitishgarg.org/api/uid-token,207,0,0
1674383756417,2434,Login,,"Number of samples in transaction : 2, number of failing samples : 1",Performance Test & Load Testing 1-1,,false,,1317,1877,1,1,null,2423,158,1554
1674383759014,780,https://angobackend.nitishgarg.org/api/all-category,200,OK,Performance Test & Load Testing 1-1,text,true,,20757,361,1,1,https://angobackend.nitishgarg.org/api/all-category,778,0,0
1674383759798,469,https://angobackend.nitishgarg.org/api/file-upload/file,500,Internal Server Error,Performance Test & Load Testing 1-1,text,false,,1079,1438,1,1,https://angobackend.nitishgarg.org/api/file-upload/file,468,0,0
1674383763070,1298,https://angobackend.nitishgarg.org/user/login,200,OK,Performance Test & Load Testing 1-2,text,true,,952,1372,2,2,https://angobackend.nitishgarg.org/user/login,1298,0,662
1674383764370,208,https://angobackend.nitishgarg.org/api/uid-token?uid=q7gY83eEC0Pw8UzHpyH8tWVuu3q2,500,Internal Server Error,Performance Test & Load Testing 1-2,text,false,,365,505,2,2,https://angobackend.nitishgarg.org/api/uid-token,208,0,0
1674383763067,1506,Login,,"Number of samples in transaction : 2, number of failing samples : 1",Performance Test & Load Testing 1-2,,false,,1317,1877,2,2,null,1506,6,662
1674383764580,789,https://angobackend.nitishgarg.org/api/all-category,200,OK,Performance Test & Load Testing 1-2,text,true,,20757,361,2,2,https://angobackend.nitishgarg.org/api/all-category,787,0,0
1674383765371,472,https://angobackend.nitishgarg.org/api/file-upload/file,500,Internal Server Error,Performance Test & Load Testing 1-2,text,false,,1079,1438,2,2,https://angobackend.nitishgarg.org/api/file-upload/file,472,0,0
1674383766286,639,https://angobackend.nitishgarg.org/api/63cd047347a55ce7481b5df0,200,OK,Performance Test & Load Testing 1-1,text,true,,583,1380,2,2,https://angobackend.nitishgarg.org/api/63cd047347a55ce7481b5df0,639,0,0
1674383766926,576,https://angobackend.nitishgarg.org/api/all-category,304,Not Modified,Performance Test & Load Testing 1-1,,true,,220,414,2,2,https://angobackend.nitishgarg.org/api/all-category,0,0,0
1674383767504,391,https://angobackend.nitishgarg.org/api/all-category,304,Not Modified,Performance Test & Load Testing 1-1,,true,,220,414,2,2,https://angobackend.nitishgarg.org/api/all-category,0,0,0
1674383769735,1300,https://angobackend.nitishgarg.org/user/login,200,OK,Performance Test & Load Testing 1-3,text,true,,952,1372,3,3,https://angobackend.nitishgarg.org/user/login,1300,0,659
1674383771036,205,https://angobackend.nitishgarg.org/api/uid-token?uid=q7gY83eEC0Pw8UzHpyH8tWVuu3q2,500,Internal Server Error,Performance Test & Load Testing 1-3,text,false,,365,505,3,3,https://angobackend.nitishgarg.org/api/uid-token,205,0,0
1674383769728,1505,Login,,"Number of samples in transaction : 2, number of failing samples : 1",Performance Test & Load Testing 1-3,,false,,1317,1877,3,3,null,1505,9,659
1674383771243,779,https://angobackend.nitishgarg.org/api/all-category,200,OK,Performance Test & Load Testing 1-3,text,true,,20757,361,3,3,https://angobackend.nitishgarg.org/api/all-category,778,0,0
1674383772023,440,https://angobackend.nitishgarg.org/api/file-upload/file,500,Internal Server Error,Performance Test & Load Testing 1-3,text,false,,1079,1438,3,3,https://angobackend.nitishgarg.org/api/file-upload/file,440,0,0
1674383771850,660,https://angobackend.nitishgarg.org/api/63cd047347a55ce7481b5df0,200,OK,Performance Test & Load Testing 1-2,text,true,,583,1380,3,3,https://angobackend.nitishgarg.org/api/63cd047347a55ce7481b5df0,660,0,0
1674383772512,580,https://angobackend.nitishgarg.org/api/all-category,304,Not Modified,Performance Test & Load Testing 1-2,,true,,220,414,3,3,https://angobackend.nitishgarg.org/api/all-category,0,0,0
1674383773093,398,https://angobackend.nitishgarg.org/api/all-category,304,Not Modified,Performance Test & Load Testing 1-2,,true,,220,414,3,3,https://angobackend.nitishgarg.org/api/all-category,0,0,0
1674383776397,1339,https://angobackend.nitishgarg.org/user/login,200,OK,Performance Test & Load Testing 1-4,text,true,,952,1372,4,4,https://angobackend.nitishgarg.org/user/login,1339,0,682
1674383777738,207,https://angobackend.nitishgarg.org/api/uid-token?uid=q7gY83eEC0Pw8UzHpyH8tWVuu3q2,500,Internal Server Error,Performance Test & Load Testing 1-4,text,false,,365,505,4,4,https://angobackend.nitishgarg.org/api/uid-token,207,0,0
1674383776395,1546,Login,,"Number of samples in transaction : 2, number of failing samples : 1",Performance Test & Load Testing 1-4,,false,,1317,1877,4,4,null,1546,4,682
1674383777896,466,https://angobackend.nitishgarg.org/api/file-upload/file,500,Internal Server Error,Performance Test & Load Testing 1-1,text,false,,1079,1438,4,4,https://angobackend.nitishgarg.org/api/file-upload/file,466,0,0
1674383777947,782,https://angobackend.nitishgarg.org/api/all-category,200,OK,Performance Test & Load Testing 1-4,text,true,,20757,361,4,4,https://angobackend.nitishgarg.org/api/all-category,780,0,0
1674383778363,647,https://angobackend.nitishgarg.org/api/63cd047347a55ce7481b5df0,200,OK,Performance Test & Load Testing 1-1,text,true,,583,1380,4,4,https://angobackend.nitishgarg.org/api/63cd047347a55ce7481b5df0,647,0,0
1674383778477,657,https://angobackend.nitishgarg.org/api/63cd047347a55ce7481b5df0,200,OK,Performance Test & Load Testing 1-3,text,true,,583,1380,4,4,https://angobackend.nitishgarg.org/api/63cd047347a55ce7481b5df0,657,0,0
1674383778730,430,https://angobackend.nitishgarg.org/api/file-upload/file,500,Internal Server Error,Performance Test & Load Testing 1-4,text,false,,1079,1438,4,4,https://angobackend.nitishgarg.org/api/file-upload/file,430,0,0
1674383779011,575,https://angobackend.nitishgarg.org/api/all-category,304,Not Modified,Performance Test & Load Testing 1-1,,true,,220,414,4,4,https://angobackend.nitishgarg.org/api/all-category,0,0,0
1674383779135,574,https://angobackend.nitishgarg.org/api/all-category,304,Not Modified,Performance Test & Load Testing 1-3,,true,,220,414,4,4,https://angobackend.nitishgarg.org/api/all-category,0,0,0
1674383779588,388,https://angobackend.nitishgarg.org/api/all-category,304,Not Modified,Performance Test & Load Testing 1-1,,true,,220,414,4,4,https://angobackend.nitishgarg.org/api/all-category,0,0,0
1674383779710,576,https://angobackend.nitishgarg.org/api/all-category,304,Not Modified,Performance Test & Load Testing 1-3,,true,,220,414,4,4,https://angobackend.nitishgarg.org/api/all-category,0,0,0
1674383779977,659,https://angobackend.nitishgarg.org/api/63cc40c647a55ce7481b5c95,200,OK,Performance Test & Load Testing 1-1,text,true,,598,1413,4,4,https://angobackend.nitishgarg.org/api/63cc40c647a55ce7481b5c95,659,0,0
1674383780638,390,https://angobackend.nitishgarg.org/api/all-category,304,Not Modified,Performance Test & Load Testing 1-1,,true,,220,414,4,4,https://angobackend.nitishgarg.org/api/all-category,0,0,0
1674383781030,454,https://angobackend.nitishgarg.org/api/file-upload/file,500,Internal Server Error,Performance Test & Load Testing 1-1,text,false,,1079,1438,4,4,https://angobackend.nitishgarg.org/api/file-upload/file,454,0,0
1674383781484,424,https://angobackend.nitishgarg.org/api/file-upload/file,500,Internal Server Error,Performance Test & Load Testing 1-1,text,false,,1079,1648,4,4,https://angobackend.nitishgarg.org/api/file-upload/file,424,0,0
1674383781910,634,https://angobackend.nitishgarg.org/api/63cd047347a55ce7481b5df0,200,OK,Performance Test & Load Testing 1-1,text,true,,583,1380,4,4,https://angobackend.nitishgarg.org/api/63cd047347a55ce7481b5df0,634,0,0
1674383782545,571,https://angobackend.nitishgarg.org/api/all-category,304,Not Modified,Performance Test & Load Testing 1-1,,true,,220,414,5,5,https://angobackend.nitishgarg.org/api/all-category,0,0,0
1674383783118,389,https://angobackend.nitishgarg.org/api/all-category,304,Not Modified,Performance Test & Load Testing 1-1,,true,,220,414,5,5,https://angobackend.nitishgarg.org/api/all-category,0,0,0
1674383783509,454,https://angobackend.nitishgarg.org/api/file-upload/file,500,Internal Server Error,Performance Test & Load Testing 1-1,text,false,,1079,1438,5,5,https://angobackend.nitishgarg.org/api/file-upload/file,454,0,0
1674383759012,8906,Categories,,"Number of samples in transaction : 17, number of failing samples : 5",Performance Test & Load Testing 1-1,,false,,30039,16212,5,5,null,5623,16045,0
1674383783499,503,https://angobackend.nitishgarg.org/api/file-upload/file,500,Internal Server Error,Performance Test & Load Testing 1-2,text,false,,1079,1438,5,5,https://angobackend.nitishgarg.org/api/file-upload/file,503,0,0
1674383783964,386,https://angobackend.nitishgarg.org/user/all-users,200,OK,Performance Test & Load Testing 1-1,text,true,,2263,359,5,5,https://angobackend.nitishgarg.org/user/all-users,386,0,0
1674383783064,1306,https://angobackend.nitishgarg.org/user/login,200,OK,Performance Test & Load Testing 1-5,text,true,,952,1372,5,5,https://angobackend.nitishgarg.org/user/login,1305,0,660
1674383784370,216,https://angobackend.nitishgarg.org/api/uid-token?uid=q7gY83eEC0Pw8UzHpyH8tWVuu3q2,500,Internal Server Error,Performance Test & Load Testing 1-5,text,false,,365,505,5,5,https://angobackend.nitishgarg.org/api/uid-token,216,0,0
1674383783061,1522,Login,,"Number of samples in transaction : 2, number of failing samples : 1",Performance Test & Load Testing 1-5,,false,,1317,1877,5,5,null,1521,3,660
1674383784003,699,https://angobackend.nitishgarg.org/api/63cd047347a55ce7481b5df0,200,OK,Performance Test & Load Testing 1-2,text,true,,583,1380,5,5,https://angobackend.nitishgarg.org/api/63cd047347a55ce7481b5df0,699,0,0
1674383784352,832,https://angobackend.nitishgarg.org/api/ads/getAdsByUser/63c90b8c43adf29c4891cc04,200,OK,Performance Test & Load Testing 1-1,text,true,,11549,1344,5,5,https://angobackend.nitishgarg.org/api/ads/getAdsByUser/63c90b8c43adf29c4891cc04,831,0,0
1674383784703,579,https://angobackend.nitishgarg.org/api/all-category,304,Not Modified,Performance Test & Load Testing 1-2,,true,,220,414,5,5,https://angobackend.nitishgarg.org/api/all-category,0,0,0
1674383784587,814,https://angobackend.nitishgarg.org/api/all-category,200,OK,Performance Test & Load Testing 1-5,text,true,,20757,361,5,5,https://angobackend.nitishgarg.org/api/all-category,813,0,0
1674383785185,386,https://angobackend.nitishgarg.org/api/review/63c90b8c43adf29c4891cc04,200,OK,Performance Test & Load Testing 1-1,text,true,,312,1334,5,5,https://angobackend.nitishgarg.org/api/review/63c90b8c43adf29c4891cc04,386,0,0
1674383785164,655,https://angobackend.nitishgarg.org/api/63cd047347a55ce7481b5df0,200,OK,Performance Test & Load Testing 1-4,text,true,,583,1380,5,5,https://angobackend.nitishgarg.org/api/63cd047347a55ce7481b5df0,655,0,0
1674383785283,577,https://angobackend.nitishgarg.org/api/all-category,304,Not Modified,Performance Test & Load Testing 1-2,,true,,220,414,5,5,https://angobackend.nitishgarg.org/api/all-category,0,0,0
1674383785402,466,https://angobackend.nitishgarg.org/api/file-upload/file,500,Internal Server Error,Performance Test & Load Testing 1-5,text,false,,1079,1438,5,5,https://angobackend.nitishgarg.org/api/file-upload/file,465,0,0
1674383785820,394,https://angobackend.nitishgarg.org/api/all-category,304,Not Modified,Performance Test & Load Testing 1-4,,true,,220,414,5,5,https://angobackend.nitishgarg.org/api/all-category,0,0,0
1674383785861,641,https://angobackend.nitishgarg.org/api/63cc40c647a55ce7481b5c95,200,OK,Performance Test & Load Testing 1-2,text,true,,598,1413,5,5,https://angobackend.nitishgarg.org/api/63cc40c647a55ce7481b5c95,641,0,0
1674383786216,393,https://angobackend.nitishgarg.org/api/all-category,304,Not Modified,Performance Test & Load Testing 1-4,,true,,220,414,5,5,https://angobackend.nitishgarg.org/api/all-category,0,0,0
1674383785573,1192,https://angobackend.nitishgarg.org/api/admin/ad/63ca28ff2b3393fc9636f0c7,200,OK,Performance Test & Load Testing 1-1,text,true,,1701,1390,5,5,https://angobackend.nitishgarg.org/api/admin/ad/63ca28ff2b3393fc9636f0c7,1191,0,0
1674383786503,395,https://angobackend.nitishgarg.org/api/all-category,304,Not Modified,Performance Test & Load Testing 1-2,,true,,220,414,5,5,https://angobackend.nitishgarg.org/api/all-category,0,0,0
1674383786899,465,https://angobackend.nitishgarg.org/api/file-upload/file,500,Internal Server Error,Performance Test & Load Testing 1-2,text,false,,1079,1438,5,5,https://angobackend.nitishgarg.org/api/file-upload/file,465,0,0
1674383786766,824,https://angobackend.nitishgarg.org/api/ads/getAdsByUser/63c90b8c43adf29c4891cc04,304,Not Modified,Performance Test & Load Testing 1-1,,true,,220,1397,5,5,https://angobackend.nitishgarg.org/api/ads/getAdsByUser/63c90b8c43adf29c4891cc04,0,0,0
1674383787365,456,https://angobackend.nitishgarg.org/api/file-upload/file,500,Internal Server Error,Performance Test & Load Testing 1-2,text,false,,1079,1648,5,5,https://angobackend.nitishgarg.org/api/file-upload/file,456,0,0
1674383787591,634,https://angobackend.nitishgarg.org/user/63c90b8c43adf29c4891cc04,200,OK,Performance Test & Load Testing 1-1,text,true,,982,1381,5,5,https://angobackend.nitishgarg.org/user/63c90b8c43adf29c4891cc04,634,0,0
1674383787822,662,https://angobackend.nitishgarg.org/api/63cd047347a55ce7481b5df0,200,OK,Performance Test & Load Testing 1-2,text,true,,583,1380,5,5,https://angobackend.nitishgarg.org/api/63cd047347a55ce7481b5df0,661,0,0
1674383788226,385,https://angobackend.nitishgarg.org/user/all-users,304,Not Modified,Performance Test & Load Testing 1-1,,true,,219,411,5,5,https://angobackend.nitishgarg.org/user/all-users,0,0,0
1674383788485,578,https://angobackend.nitishgarg.org/api/all-category,304,Not Modified,Performance Test & Load Testing 1-2,,true,,220,414,5,5,https://angobackend.nitishgarg.org/api/all-category,0,0,0
1674383788613,819,https://angobackend.nitishgarg.org/api/ads/getAdsByUser/63c90b8c43adf29c4891cc04,304,Not Modified,Performance Test & Load Testing 1-1,,true,,220,1397,5,5,https://angobackend.nitishgarg.org/api/ads/getAdsByUser/63c90b8c43adf29c4891cc04,0,0,0
1674383789065,579,https://angobackend.nitishgarg.org/api/all-category,304,Not Modified,Performance Test & Load Testing 1-2,,true,,220,414,5,5,https://angobackend.nitishgarg.org/api/all-category,0,0,0
1674383789433,384,https://angobackend.nitishgarg.org/api/review/63c90b8c43adf29c4891cc04,304,Not Modified,Performance Test & Load Testing 1-1,,true,,218,1385,6,6,https://angobackend.nitishgarg.org/api/review/63c90b8c43adf29c4891cc04,0,0,0
1674383789645,430,https://angobackend.nitishgarg.org/api/file-upload/file,500,Internal Server Error,Performance Test & Load Testing 1-2,text,false,,1079,1438,6,6,https://angobackend.nitishgarg.org/api/file-upload/file,430,0,0
1674383764579,9463,Categories,,"Number of samples in transaction : 17, number of failing samples : 5",Performance Test & Load Testing 1-2,,false,,30039,16212,6,6,null,5774,16038,0
1674383789818,636,https://angobackend.nitishgarg.org/user/63c90b8c43adf29c4891cc04,200,OK,Performance Test & Load Testing 1-1,text,true,,982,1381,6,6,https://angobackend.nitishgarg.org/user/63c90b8c43adf29c4891cc04,636,0,0
1674383790080,391,https://angobackend.nitishgarg.org/user/all-users,200,OK,Performance Test & Load Testing 1-2,text,true,,2263,359,6,6,https://angobackend.nitishgarg.org/user/all-users,390,0,0
1674383790285,441,https://angobackend.nitishgarg.org/api/file-upload/file,500,Internal Server Error,Performance Test & Load Testing 1-3,text,false,,1079,1438,6,6,https://angobackend.nitishgarg.org/api/file-upload/file,441,0,0
1674383790455,385,https://angobackend.nitishgarg.org/user/all-users,304,Not Modified,Performance Test & Load Testing 1-1,,true,,219,411,6,6,https://angobackend.nitishgarg.org/user/all-users,0,0,0
1674383789726,1289,https://angobackend.nitishgarg.org/user/login,200,OK,Performance Test & Load Testing 1-6,text,true,,952,1372,6,6,https://angobackend.nitishgarg.org/user/login,1288,0,646
1674383791017,204,https://angobackend.nitishgarg.org/api/uid-token?uid=q7gY83eEC0Pw8UzHpyH8tWVuu3q2,500,Internal Server Error,Performance Test & Load Testing 1-6,text,false,,365,505,6,6,https://angobackend.nitishgarg.org/api/uid-token,204,0,0
1674383789724,1493,Login,,"Number of samples in transaction : 2, number of failing samples : 1",Performance Test & Load Testing 1-6,,false,,1317,1877,6,6,null,1492,5,646
1674383790842,383,https://angobackend.nitishgarg.org/user/all-users,304,Not Modified,Performance Test & Load Testing 1-1,,true,,219,411,6,6,https://angobackend.nitishgarg.org/user/all-users,0,0,0
1674383790472,839,https://angobackend.nitishgarg.org/api/ads/getAdsByUser/63c90b8c43adf29c4891cc04,200,OK,Performance Test & Load Testing 1-2,text,true,,11549,1344,6,6,https://angobackend.nitishgarg.org/api/ads/getAdsByUser/63c90b8c43adf29c4891cc04,839,0,0
1674383790727,611,https://angobackend.nitishgarg.org/api/63cd047347a55ce7481b5df0,200,OK,Performance Test & Load Testing 1-3,text,true,,583,1380,6,6,https://angobackend.nitishgarg.org/api/63cd047347a55ce7481b5df0,611,0,0
1674383791312,391,https://angobackend.nitishgarg.org/api/review/63c90b8c43adf29c4891cc04,200,OK,Performance Test & Load Testing 1-2,text,true,,312,1334,6,6,https://angobackend.nitishgarg.org/api/review/63c90b8c43adf29c4891cc04,391,0,0
1674383791226,641,https://angobackend.nitishgarg.org/user/delete/63c7dd84d4635e96fccc6696,200,OK,Performance Test & Load Testing 1-1,text,true,,952,1389,6,6,https://angobackend.nitishgarg.org/user/delete/63c7dd84d4635e96fccc6696,641,0,0
1674383791340,576,https://angobackend.nitishgarg.org/api/all-category,304,Not Modified,Performance Test & Load Testing 1-3,,true,,220,414,6,6,https://angobackend.nitishgarg.org/api/all-category,0,0,0
1674383791223,785,https://angobackend.nitishgarg.org/api/all-category,200,OK,Performance Test & Load Testing 1-6,text,true,,20757,361,6,6,https://angobackend.nitishgarg.org/api/all-category,784,0,0
1674383791867,386,https://angobackend.nitishgarg.org/user/all-users,304,Not Modified,Performance Test & Load Testing 1-1,,true,,219,411,6,6,https://angobackend.nitishgarg.org/user/all-users,0,0,0
1674383783964,8273,Users,200,"Number of samples in transaction : 14, number of failing samples : 0",Performance Test & Load Testing 1-1,,true,,20275,14401,6,6,null,4705,16,0
1674383792009,448,https://angobackend.nitishgarg.org/api/file-upload/file,500,Internal Server Error,Performance Test & Load Testing 1-6,text,false,,1079,1438,6,6,https://angobackend.nitishgarg.org/api/file-upload/file,448,0,0
1674383791917,573,https://angobackend.nitishgarg.org/api/all-category,304,Not Modified,Performance Test & Load Testing 1-3,,true,,220,414,6,6,https://angobackend.nitishgarg.org/api/all-category,0,0,0
1674383791884,662,https://angobackend.nitishgarg.org/api/63cd047347a55ce7481b5df0,200,OK,Performance Test & Load Testing 1-5,text,true,,583,1380,6,6,https://angobackend.nitishgarg.org/api/63cd047347a55ce7481b5df0,662,0,0
1674383791704,1201,https://angobackend.nitishgarg.org/api/admin/ad/63ca28ff2b3393fc9636f0c7,200,OK,Performance Test & Load Testing 1-2,text,true,,1701,1390,6,6,https://angobackend.nitishgarg.org/api/admin/ad/63ca28ff2b3393fc9636f0c7,1201,0,0
1674383792254,824,https://angobackend.nitishgarg.org/api/admin,200,OK,Performance Test & Load Testing 1-1,text,true,,13494,1308,6,6,https://angobackend.nitishgarg.org/api/admin,824,0,0
1674383792492,642,https://angobackend.nitishgarg.org/api/63cc40c647a55ce7481b5c95,200,OK,Performance Test & Load Testing 1-3,text,true,,598,1413,6,6,https://angobackend.nitishgarg.org/api/63cc40c647a55ce7481b5c95,642,0,0
1674383792547,587,https://angobackend.nitishgarg.org/api/all-category,304,Not Modified,Performance Test & Load Testing 1-5,,true,,220,414,6,6,https://angobackend.nitishgarg.org/api/all-category,0,0,0
1674383793135,391,https://angobackend.nitishgarg.org/api/all-category,304,Not Modified,Performance Test & Load Testing 1-3,,true,,220,414,6,6,https://angobackend.nitishgarg.org/api/all-category,0,0,0
1674383793135,588,https://angobackend.nitishgarg.org/api/all-category,304,Not Modified,Performance Test & Load Testing 1-5,,true,,220,414,6,6,https://angobackend.nitishgarg.org/api/all-category,0,0,0
1674383792906,834,https://angobackend.nitishgarg.org/api/ads/getAdsByUser/63c90b8c43adf29c4891cc04,304,Not Modified,Performance Test & Load Testing 1-2,,true,,220,1397,6,6,https://angobackend.nitishgarg.org/api/ads/getAdsByUser/63c90b8c43adf29c4891cc04,0,0,0
1674383793527,465,https://angobackend.nitishgarg.org/api/file-upload/file,500,Internal Server Error,Performance Test & Load Testing 1-3,text,false,,1079,1438,6,6,https://angobackend.nitishgarg.org/api/file-upload/file,465,0,0
1674383793080,1192,https://angobackend.nitishgarg.org/api/admin/ad/63ca697a2a8fcb1dc52c8743,200,OK,Performance Test & Load Testing 1-1,text,true,,1802,1389,6,6,https://angobackend.nitishgarg.org/api/admin/ad/63ca697a2a8fcb1dc52c8743,1192,0,0
1674383793742,634,https://angobackend.nitishgarg.org/user/63c90b8c43adf29c4891cc04,200,OK,Performance Test & Load Testing 1-2,text,true,,982,1381,6,6,https://angobackend.nitishgarg.org/user/63c90b8c43adf29c4891cc04,634,0,0
1674383793993,458,https://angobackend.nitishgarg.org/api/file-upload/file,500,Internal Server Error,Performance Test & Load Testing 1-3,text,false,,1079,1648,6,6,https://angobackend.nitishgarg.org/api/file-upload/file,458,0,0
1674383794377,392,https://angobackend.nitishgarg.org/user/all-users,304,Not Modified,Performance Test & Load Testing 1-2,,true,,219,411,6,6,https://angobackend.nitishgarg.org/user/all-users,0,0,0
1674383794273,822,https://angobackend.nitishgarg.org/api/admin,304,Not Modified,Performance Test & Load Testing 1-1,,true,,220,1361,6,6,https://angobackend.nitishgarg.org/api/admin,0,0,0
1674383794452,648,https://angobackend.nitishgarg.org/api/63cd047347a55ce7481b5df0,200,OK,Performance Test & Load Testing 1-3,text,true,,583,1380,6,6,https://angobackend.nitishgarg.org/api/63cd047347a55ce7481b5df0,648,0,0
1674383794771,824,https://angobackend.nitishgarg.org/api/ads/getAdsByUser/63c90b8c43adf29c4891cc04,304,Not Modified,Performance Test & Load Testing 1-2,,true,,220,1397,6,6,https://angobackend.nitishgarg.org/api/ads/getAdsByUser/63c90b8c43adf29c4891cc04,0,0,0
1674383795100,576,https://angobackend.nitishgarg.org/api/all-category,304,Not Modified,Performance Test & Load Testing 1-3,,true,,220,414,6,6,https://angobackend.nitishgarg.org/api/all-category,0,0,0
1674383795096,815,https://angobackend.nitishgarg.org/api/admin,304,Not Modified,Performance Test & Load Testing 1-1,,true,,220,1361,6,6,https://angobackend.nitishgarg.org/api/admin,0,0,0
1674383795596,393,https://angobackend.nitishgarg.org/api/review/63c90b8c43adf29c4891cc04,304,Not Modified,Performance Test & Load Testing 1-2,,true,,218,1385,6,6,https://angobackend.nitishgarg.org/api/review/63c90b8c43adf29c4891cc04,0,0,0
1674383795677,573,https://angobackend.nitishgarg.org/api/all-category,304,Not Modified,Performance Test & Load Testing 1-3,,true,,220,414,6,6,https://angobackend.nitishgarg.org/api/all-category,0,0,0
1674383795991,632,https://angobackend.nitishgarg.org/user/63c90b8c43adf29c4891cc04,200,OK,Performance Test & Load Testing 1-2,text,true,,982,1381,7,7,https://angobackend.nitishgarg.org/user/63c90b8c43adf29c4891cc04,632,0,0
1674383796251,473,https://angobackend.nitishgarg.org/api/file-upload/file,500,Internal Server Error,Performance Test & Load Testing 1-3,text,false,,1079,1438,7,7,https://angobackend.nitishgarg.org/api/file-upload/file,473,0,0
1674383771242,9453,Categories,,"Number of samples in transaction : 17, number of failing samples : 5",Performance Test & Load Testing 1-3,,false,,30039,16212,7,7,null,5613,16030,0
1674383796626,391,https://angobackend.nitishgarg.org/user/all-users,304,Not Modified,Performance Test & Load Testing 1-2,,true,,219,411,7,7,https://angobackend.nitishgarg.org/user/all-users,0,0,0
1674383796615,468,https://angobackend.nitishgarg.org/api/file-upload/file,500,Internal Server Error,Performance Test & Load Testing 1-4,text,false,,1079,1438,7,7,https://angobackend.nitishgarg.org/api/file-upload/file,468,0,0
1674383795912,1178,https://angobackend.nitishgarg.org/api/admin/ad/63ca68612a8fcb1dc52c845b,200,OK,Performance Test & Load Testing 1-1,text,true,,1791,1422,7,7,https://angobackend.nitishgarg.org/api/admin/ad/63ca68612a8fcb1dc52c845b,1178,0,0
1674383796726,388,https://angobackend.nitishgarg.org/user/all-users,200,OK,Performance Test & Load Testing 1-3,text,true,,2263,359,7,7,https://angobackend.nitishgarg.org/user/all-users,388,0,0
1674383797018,391,https://angobackend.nitishgarg.org/user/all-users,304,Not Modified,Performance Test & Load Testing 1-2,,true,,219,411,7,7,https://angobackend.nitishgarg.org/user/all-users,0,0,0
1674383796394,1256,https://angobackend.nitishgarg.org/user/login,200,OK,Performance Test & Load Testing 1-7,text,true,,952,1372,7,7,https://angobackend.nitishgarg.org/user/login,1256,0,614
1674383797084,616,https://angobackend.nitishgarg.org/api/63cd047347a55ce7481b5df0,200,OK,Performance Test & Load Testing 1-4,text,true,,583,1380,7,7,https://angobackend.nitishgarg.org/api/63cd047347a55ce7481b5df0,616,0,0
1674383797652,201,https://angobackend.nitishgarg.org/api/uid-token?uid=q7gY83eEC0Pw8UzHpyH8tWVuu3q2,500,Internal Server Error,Performance Test & Load Testing 1-7,text,false,,365,505,7,7,https://angobackend.nitishgarg.org/api/uid-token,201,0,0
1674383796392,1457,Login,,"Number of samples in transaction : 2, number of failing samples : 1",Performance Test & Load Testing 1-7,,false,,1317,1877,7,7,null,1457,3,614
1674383797092,825,https://angobackend.nitishgarg.org/api/admin,304,Not Modified,Performance Test & Load Testing 1-1,,true,,220,1361,7,7,https://angobackend.nitishgarg.org/api/admin,0,0,0
1674383797115,840,https://angobackend.nitishgarg.org/api/ads/getAdsByUser/63c90b8c43adf29c4891cc04,200,OK,Performance Test & Load Testing 1-3,text,true,,11549,1344,7,7,https://angobackend.nitishgarg.org/api/ads/getAdsByUser/63c90b8c43adf29c4891cc04,840,0,0
1674383797410,642,https://angobackend.nitishgarg.org/user/delete/63c7dd84d4635e96fccc6696,200,OK,Performance Test & Load Testing 1-2,text,true,,952,1389,7,7,https://angobackend.nitishgarg.org/user/delete/63c7dd84d4635e96fccc6696,641,0,0
1674383797701,577,https://angobackend.nitishgarg.org/api/all-category,304,Not Modified,Performance Test & Load Testing 1-4,,true,,220,414,7,7,https://angobackend.nitishgarg.org/api/all-category,0,0,0
1674383797957,387,https://angobackend.nitishgarg.org/api/review/63c90b8c43adf29c4891cc04,200,OK,Performance Test & Load Testing 1-3,text,true,,312,1334,7,7,https://angobackend.nitishgarg.org/api/review/63c90b8c43adf29c4891cc04,387,0,0
1674383798053,392,https://angobackend.nitishgarg.org/user/all-users,304,Not Modified,Performance Test & Load Testing 1-2,,true,,219,411,7,7,https://angobackend.nitishgarg.org/user/all-users,0,0,0
1674383790079,8347,Users,200,"Number of samples in transaction : 14, number of failing samples : 0",Performance Test & Load Testing 1-2,,true,,20275,14401,7,7,null,4728,19,0
1674383797854,592,https://angobackend.nitishgarg.org/api/all-category,200,OK,Performance Test & Load Testing 1-7,text,true,,20757,361,7,7,https://angobackend.nitishgarg.org/api/all-category,591,0,0
1674383798279,396,https://angobackend.nitishgarg.org/api/all-category,304,Not Modified,Performance Test & Load Testing 1-4,,true,,220,414,7,7,https://angobackend.nitishgarg.org/api/all-category,0,0,0
1674383798447,427,https://angobackend.nitishgarg.org/api/file-upload/file,500,Internal Server Error,Performance Test & Load Testing 1-7,text,false,,1079,1438,7,7,https://angobackend.nitishgarg.org/api/file-upload/file,426,0,0
